"","NUNID.2","NUNID.1","NUNIDS.2","AGB.2","AGB.1","BALIVE.2","BALIVE.1","CUT","FIRE_ALL","INSDIS","G_FIRE","C_FIRE","LAT.2","LON.2","REMPER.2","MEASYEAR.2","MEASYEAR.1","STDAGE.2","STDAGE.1","STDORGCD.1","STDORGCD.2","FORTYPCD.1","FORTYPCD.2","ECOSUBCD.1","DISTURB","rep_std","since_fire","severity","sev_mean","fire_id_mtbs","id_1","fire_yr","fire_mn","fire_day","INVYR.x","STATECD.x","UNITCD.x","COUNTYCD.x","PLOT.x","MEASMON","MEASDAY","pplotid.x","INVYR.y","STATECD.y","UNITCD.y","COUNTYCD.y","PLOT.y","FLDSZCD.x","CONDPROP_UNADJ.x","STDAGE.x","FLDAGE.x","pplotid.y","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","FLDSZCD.y","CONDPROP_UNADJ.y","STDAGE.y","FLDAGE.y","pplotid","date","date_ym","diff_yr","diff_mn","diff_dy","diff_days","diff_months","diff_years","seed_count.1","sd_spp_rich.1","seed_count_con.1","sd_spp_rich_con.1","seed_count.2","sd_spp_rich.2","seed_count_con.2","sd_spp_rich_con.2","seed_ct_ch","sdsp_rh_ch","seed_ct_ch_con","sdsp_rh_ch_con"
"1015","6-3-61-99783-2012","6-3-61-99783-2002","6-3-61-99783",87629.7295011955,88054.4281556701,84.497,91.9077,0,1,0,1,0,39.011222,-120.74247,9.9,2012,2002,80,70,0,0,934,921,"M261Eg",1,0,6,1,3,"CA3902412068120060905","CA39024120681","2006","09","05",2002,6,3,61,99783,10,15,"6-3-61-99783",2002,6,3,61,99783,3,1,70,70,"6-3-61-99783",2012,6,3,61,99783,3,1,80,80,"6-3-61-99783","2012-10-15","2012-10",6,1,10,2230,73.33,6.11,0,0,0,0,0,0,0,0,0,0,0,0
"1016","6-3-63-53093-2015","6-3-63-53093-2005","6-3-63-53093",40270.32836608,68749.9384263313,55.2995,96.9881,0,1,0,1,0,40.147678,-121.137141,10.1,2015,2005,85,90,0,0,371,371,"M261Ed",1,0,3,0,2,"CA4001012127720120729","CA40010121277","2012","07","29",2005,6,3,63,53093,5,23,"6-3-63-53093",2005,6,3,63,53093,3,1,90,90,"6-3-63-53093",2015,6,3,63,53093,3,1,85,85,"6-3-63-53093","2015-5-23","2015-5",3,-2,-6,1028,33.8,2.82,0,0,0,0,0,0,0,0,0,0,0,0
"1017","6-3-63-55486-2013","6-3-63-55486-2003","6-3-63-55486",0,108275.726871491,0,170.4572,1,1,0,0,1,40.242947,-120.704404,10.2,2013,2003,0,80,0,1,371,999,"M261Ea",1,1,6,1,4,"CA4022012073620070903","CA40220120736","2007","09","03",2003,6,3,63,55486,8,5,"6-3-63-55486",2003,6,3,63,55486,3,1,80,80,"6-3-63-55486",2013,6,3,63,55486,0,1,0,0,"6-3-63-55486","2013-8-5","2013-8",6,-1,2,2162,71.1,5.92,0,0,0,0,0,0,0,0,0,0,0,0
"1018","6-3-63-60739-2015","6-3-63-60739-2005","6-3-63-60739",0,0,0,0,0,1,0,1,0,40.04162,-121.280806,10,2015,2005,0,0,0,0,999,999,"M261Ed",1,1,3,1,3,"CA4001012127720120729","CA40010121277","2012","07","29",2005,6,3,63,60739,8,16,"6-3-63-60739",2005,6,3,63,60739,3,1,0,65,"6-3-63-60739",2015,6,3,63,60739,0,1,0,0,"6-3-63-60739","2015-8-16","2015-8",3,1,-13,1112,36.57,3.05,0,0,0,0,0,0,0,0,0,0,0,0
"1019","6-3-63-66576-2013","6-3-63-66576-2003","6-3-63-66576",0,20684.8617153453,0,42.8283,0,1,0,0,1,40.18284,-120.833761,9.6,2013,2003,0,18,1,0,933,999,"M261Eb",1,1,6,1,3,"CA4022012073620070903","CA40220120736","2007","09","03",2003,6,3,63,66576,10,8,"6-3-63-66576",2003,6,3,63,66576,1,1,18,18,"6-3-63-66576",2013,6,3,63,66576,0,1,0,0,"6-3-63-66576","2013-10-8","2013-10",6,1,5,2225,73.17,6.1,0,0,0,0,0,0,0,0,0,0,0,0
"1020","6-3-63-74339-2015","6-3-63-74339-2005","6-3-63-74339",0,200184.286145252,0,270.6161,0,1,0,0,1,39.847168,-120.783391,10.2,2015,2005,0,102,0,0,371,999,"M261Ed",1,1,7,1,4,"CA3983512080720080621","CA39835120807","2008","06","21",2005,6,3,63,74339,6,13,"6-3-63-74339",2005,6,3,63,74339,3,1,102,102,"6-3-63-74339",2015,6,3,63,74339,0,1,0,0,"6-3-63-74339","2015-6-13","2015-6",7,0,-8,2547,83.76,6.98,2222.71392,2,2222.71392,2,740.90464,2,185.22616,1,-1481.80928,0,-2037.48776,-1
"1021","6-3-63-75770-2012","6-3-63-75770-2002","6-3-63-75770",0,239452.994352026,0,180.7421,0,1,0,0,1,40.156807,-120.570134,10.1,2012,2002,0,250,0,1,371,999,"M261Ea",1,1,5,1,4,"CA4013912058220070705","CA40139120582","2007","07","05",2002,6,3,63,75770,8,15,"6-3-63-75770",2002,6,3,63,75770,4,1,250,250,"6-3-63-75770",2012,6,3,63,75770,0,1,0,0,"6-3-63-75770","2012-8-15","2012-8",5,1,10,1865,61.33,5.11,0,0,0,0,0,0,0,0,0,0,0,0
"1022","6-3-63-77527-2011","6-3-63-77527-2001","6-3-63-77527",0,0,3.2979,0,0,0,0,0,0,40.193205,-120.635145,9.8,2011,2001,0,0,0,0,999,999,"M261Ea",0,1,4,0,1,"CA4022012073620070903","CA40220120736","2007","09","03",2001,6,3,63,77527,9,10,"6-3-63-77527",2001,6,3,63,77527,0,1,0,0,"6-3-63-77527",2011,6,3,63,77527,0,1,0,0,"6-3-63-77527","2011-9-10","2011-9",4,0,7,1467,48.24,4.02,0,0,0,0,0,0,0,0,0,0,0,0
"1023","6-3-63-77668-2015","6-3-63-77668-2005","6-3-63-77668",0,146258.602919427,0,192.4502,0,1,0,0,1,40.233734,-120.622897,10.2,2015,2005,0,60,0,0,371,999,"M261Ea",1,1,8,1,4,"CA4022012073620070903","CA40220120736","2007","09","03",2005,6,3,63,77668,6,27,"6-3-63-77668",2005,6,3,63,77668,3,1,60,60,"6-3-63-77668",2015,6,3,63,77668,0,1,0,0,"6-3-63-77668","2015-6-27","2015-6",8,-3,24,2853,93.82,7.82,0,0,0,0,0,0,0,0,0,0,0,0
"1024","6-3-63-89548-2011","6-3-63-89548-2001","6-3-63-89548",0,127962.757462436,0,212.8172,0,1,0,0,1,40.244183,-120.760143,10.1,2011,2001,0,75,0,0,371,999,"M261Ea",1,1,4,1,4,"CA4022012073620070903","CA40220120736","2007","09","03",2001,6,3,63,89548,8,15,"6-3-63-89548",2001,6,3,63,89548,3,1,75,75,"6-3-63-89548",2011,6,3,63,89548,0,1,0,0,"6-3-63-89548","2011-8-15","2011-8",4,-1,12,1442,47.42,3.95,0,0,0,0,0,0,0,0,0,0,0,0
"1025","6-3-63-93409-2013","6-3-63-93409-2003","6-3-63-93409",30530.2770435239,47082.5937003212,34.28,59.3496,0,1,0,1,0,40.192747,-120.568264,10,2013,2003,85,130,0,0,225,371,"M261Ea",1,0,7,1,3,"CA4019512057720060625","CA40195120577","2006","06","25",2003,6,3,63,93409,10,6,"6-3-63-93409",2003,6,3,63,93409,3,1,130,130,"6-3-63-93409",2013,6,3,63,93409,3,1,85,85,"6-3-63-93409","2013-10-6","2013-10",7,4,-19,2658,87.41,7.28,0,0,0,0,0,0,0,0,0,0,0,0
"1026","6-3-63-98023-2012","6-3-63-98023-2002","6-3-63-98023",173757.929496814,198300.694649527,155.1154,192.4041,0,1,0,1,0,39.847303,-120.849925,9.9,2012,2002,85,75,0,0,371,371,"M261Ef",1,0,4,0,2,"CA3983512080720080621","CA39835120807","2008","06","21",2002,6,3,63,98023,10,24,"6-3-63-98023",2002,6,3,63,98023,3,1,75,75,"6-3-63-98023",2012,6,3,63,98023,3,1,85,85,"6-3-63-98023","2012-10-24","2012-10",4,4,3,1585,52.12,4.34,0,0,0,0,0,0,0,0,0,0,0,0
"1027","6-3-63-99763-2015","6-3-63-99763-2005","6-3-63-99763",6856.71670557724,5389.07321621042,14.8201,3.362,0,1,0,1,0,40.196562,-120.834851,10.1,2015,2005,16,3,1,1,371,371,"M261Eb",1,0,8,0,1,"CA4022012073620070903","CA40220120736","2007","09","03",2005,6,3,63,99763,6,14,"6-3-63-99763",2005,6,3,63,99763,3,0.050281,90,90,"6-3-63-99763",2015,6,3,63,99763,NA,0.0319,NA,NA,"6-3-63-99763","2015-6-14","2015-6",8,-3,11,2840,93.39,7.78,370.45232,1,370.45232,1,185.22616,1,0,0,-185.22616,0,-370.45232,-1
"1028","6-3-7-63902-2013","6-3-7-63902-2003","6-3-7-63902",18565.4273220636,80047.5219386158,48.7476,108.5779,0,1,0,1,0,39.798769,-121.441879,10,2013,2003,90,80,0,0,933,221,"M261Ef",1,0,5,1,3,"CA3985212144420080814","CA39852121444","2008","08","14",2003,6,3,7,63902,5,8,"6-3-7-63902",2003,6,3,7,63902,NA,0.239411,NA,NA,"6-3-7-63902",2013,6,3,7,63902,NA,0.086489,NA,NA,"6-3-7-63902","2013-5-8","2013-5",5,-3,-6,1728,56.82,4.74,0,0,0,0,0,0,0,0,0,0,0,0
"1029","6-3-7-77257-2015","6-3-7-77257-2005","6-3-7-77257",240698.69301958,211990.055118229,241.151,246.0081,0,1,0,1,0,39.706061,-121.229552,9.9,2015,2005,90,90,0,0,371,371,"M261Ef",1,0,7,0,2,"CA3972212119120080621","CA39722121191","2008","06","21",2005,6,3,7,77257,6,1,"6-3-7-77257",2005,6,3,7,77257,4,1,90,90,"6-3-7-77257",2015,6,3,7,77257,4,1,90,90,"6-3-7-77257","2015-6-1","2015-6",7,0,-20,2535,83.36,6.95,7409.0464,7,5556.7848,5,1481.80928,3,370.45232,1,-5927.23712,-4,-5186.33248,-4
"1030","6-3-7-89092-2012","6-3-7-89092-2002","6-3-7-89092",381532.372666208,388724.212204778,274.6126,264.4037,0,1,0,1,0,39.762606,-121.321775,9.8,2012,2002,110,100,0,0,371,371,"M261Ef",1,0,4,0,2,"CA3975512133920080621","CA39755121339","2008","06","21",2002,6,3,7,89092,8,12,"6-3-7-89092",2002,6,3,7,89092,4,1,100,100,"6-3-7-89092",2012,6,3,7,89092,4,1,110,110,"6-3-7-89092","2012-8-12","2012-8",4,2,-9,1512,49.72,4.14,0,0,0,0,0,0,0,0,0,0,0,0
"1031","6-3-7-95303-2015","6-3-7-95303-2005","6-3-7-95303",263549.066786565,202279.47256203,199.9353,173.9876,0,1,0,1,0,39.854387,-121.537482,9.9,2015,2005,310,150,0,0,371,371,"M261Ef",1,0,7,0,1,"CA3985212144420080814","CA39852121444","2008","08","14",2005,6,3,7,95303,6,7,"6-3-7-95303",2005,6,3,7,95303,NA,0.25,NA,NA,"6-3-7-95303",2015,6,3,7,95303,NA,0.25,NA,NA,"6-3-7-95303","2015-6-7","2015-6",7,-2,-7,2487,81.78,6.82,11669.24808,3,0,0,5186.33248,3,0,0,-6482.9156,0,0,0
"1032","6-3-7-96633-2012","6-3-7-96633-2002","6-3-7-96633",0,14708.6644332705,7.5108,11.6008,0,1,0,1,0,39.902814,-121.478033,10.2,2012,2002,4,50,0,0,922,922,"M261Ef",1,1,4,1,3,"CA3985212144420080814","CA39852121444","2008","08","14",2002,6,3,7,96633,8,13,"6-3-7-96633",2002,6,3,7,96633,3,1,50,50,"6-3-7-96633",2012,6,3,7,96633,1,1,4,4,"6-3-7-96633","2012-8-13","2012-8",4,0,-1,1459,47.98,4,0,0,0,0,0,0,0,0,0,0,0,0
"1033","6-3-91-62246-2013","6-3-91-62246-2003","6-3-91-62246",142058.421980145,150817.927186293,195.9647,200.8751,0,0,1,0,0,39.632487,-120.616612,10.2,2013,2003,85,75,0,0,371,371,"M261Eh",1,0,7,0,1,"CA3963312058920060919","CA39633120589","2006","09","19",2003,6,3,91,62246,6,24,"6-3-91-62246",2003,6,3,91,62246,3,1,75,75,"6-3-91-62246",2013,6,3,91,62246,3,1,85,85,"6-3-91-62246","2013-6-24","2013-6",7,-3,5,2469,81.19,6.77,0,0,0,0,0,0,0,0,0,0,0,0
"1034","6-4-111-62692-2011","6-4-111-62692-2001","6-4-111-62692",7852.77020480226,9520.18000372851,25.5528,25.2313,0,1,0,1,0,34.627396,-119.101231,9.6,2011,2001,160,150,0,0,371,371,"M262Ba",1,0,5,0,2,"CA3461511897120060904","CA34615118971","2006","09","04",2001,6,4,111,62692,11,26,"6-4-111-62692",2001,6,4,111,62692,3,1,150,150,"6-4-111-62692",2011,6,4,111,62692,3,1,160,160,"6-4-111-62692","2011-11-26","2011-11",5,2,22,1908,62.74,5.23,0,0,0,0,0,0,0,0,0,0,0,0
"1035","6-4-111-66965-2015","6-4-111-66965-2005","6-4-111-66965",21147.0673007341,78517.2251897746,30.5517,98.7702,0,1,0,1,0,34.625993,-118.975312,10.1,2015,2005,110,100,0,0,933,933,"M262Bb",1,0,9,0,2,"CA3461511897120060904","CA34615118971","2006","09","04",2005,6,4,111,66965,8,23,"6-4-111-66965",2005,6,4,111,66965,3,1,100,100,"6-4-111-66965",2015,6,4,111,66965,3,1,110,110,"6-4-111-66965","2015-8-23","2015-8",9,-1,19,3274,107.66,8.97,0,0,0,0,0,0,0,0,0,0,0,0
"1036","6-4-53-57793-2015","6-4-53-57793-2005","6-4-53-57793",256952.017962894,345002.228671248,300.1154,400.0542,0,1,0,1,0,36.25378,-121.731738,9.5,2015,2005,300,290,0,0,341,341," 261Aj",1,0,7,0,1,"CA3621212157820080621","CA36212121578","2008","06","21",2005,6,4,53,57793,10,26,"6-4-53-57793",2005,6,4,53,57793,NA,0.25,NA,NA,"6-4-53-57793",2015,6,4,53,57793,NA,0.25,NA,NA,"6-4-53-57793","2015-10-26","2015-10",7,4,5,2682,88.19,7.35,1481.80928,2,555.67848,1,555.67848,2,185.22616,1,-926.1308,0,-370.45232,0
"1037","6-4-53-58527-2013","6-4-53-58527-2003","6-4-53-58527",0,45627.9209823509,25.9762,86.078,0,1,0,0,1,36.21221,-121.679222,9.6,2013,2004,4,25,0,0,942,942," 261Aj",1,1,5,1,3,"CA3621212157820080621","CA36212121578","2008","06","21",2003,6,4,53,58527,3,23,"6-4-53-58527",2003,6,4,53,58527,NA,0.25,NA,NA,"6-4-53-58527",2013,6,4,53,58527,NA,0.25,NA,NA,"6-4-53-58527","2013-3-23","2013-3",5,-3,2,1736,57.09,4.76,0,0,0,0,0,0,0,0,0,0,0,0
"1038","6-4-53-73808-2017","6-4-53-73808-2007","6-4-53-73808",681956.001613089,930059.376089204,415.7874,602.3792,0,1,0,1,0,36.249618,-121.666683,11,2018,2007,515,505,0,0,341,341," 261Aj",1,0,6,0,2,"CA3646112190120160722","CA36461121901","2016","07","22",2007,6,4,53,73808,6,17,"6-4-53-73808",2007,6,4,53,73808,5,1,505,505,"6-4-53-73808",2017,6,4,53,73808,5,1,515,515,"6-4-53-73808","2018-6-17","2018-6",2,-1,-5,695,22.85,1.9,8520.40336,2,0,0,926.1308,3,185.22616,1,-7594.27256,1,185.22616,1
"1039","6-4-53-76192-2017","6-4-53-76192-2007","6-4-53-76192",208792.593356597,281351.229184733,164.9661,224.5658,0,1,0,1,0,36.371085,-121.838184,10.6,2018,2007,210,200,0,0,942,942," 261Aj",1,0,2,0,2,"CA3646112190120160722","CA36461121901","2016","07","22",2007,6,4,53,76192,10,15,"6-4-53-76192",2007,6,4,53,76192,3,1,200,200,"6-4-53-76192",2017,6,4,53,76192,3,1,210,210,"6-4-53-76192","2018-10-15","2018-10",2,3,-7,814,26.77,2.23,1296.58312,2,0,0,1111.35696,3,555.67848,1,-185.22616,1,555.67848,1
"1040","6-4-53-76650-2011","6-4-53-76650-2001","6-4-53-76650",0,88501.2764958917,0,110.0348,0,1,0,0,1,36.350191,-121.724601,9.3,2011,2002,3,95,0,0,933,933," 261Aj",1,1,3,1,4,"CA3621212157820080621","CA36212121578","2008","06","21",2001,6,4,53,76650,2,27,"6-4-53-76650",2001,6,4,53,76650,2,1,95,95,"6-4-53-76650",2011,6,4,53,76650,1,1,3,3,"6-4-53-76650","2011-2-27","2011-2",3,-4,6,979,32.19,2.68,0,0,0,0,0,0,0,0,0,0,0,0
"1041","6-4-83-70520-2015","6-4-83-70520-2005","6-4-83-70520",0,89524.7494059755,0,109.9807,0,1,0,0,1,34.707688,-119.693998,10.2,2015,2005,7,150,0,0,226,933,"M262Ba",1,1,8,1,4,"CA3469511965920070704","CA34695119659","2007","07","04",2005,6,4,83,70520,7,11,"6-4-83-70520",2005,6,4,83,70520,4,1,150,150,"6-4-83-70520",2015,6,4,83,70520,1,1,7,7,"6-4-83-70520","2015-7-11","2015-7",8,0,7,2927,96.25,8.02,740.90464,1,0,0,1852.2616,3,555.67848,1,1111.35696,2,555.67848,1
"1042","6-5-107-57274-2011","6-5-107-57274-2001","6-5-107-57274",211150.195597226,194408.770346395,221.3775,210.4735,0,0,0,0,0,36.303745,-118.590902,11.1,2012,2001,310,300,0,0,371,371,"M261Eq",0,0,1,0,1,"CA3626811851120110708","CA36268118511","2011","07","08",2001,6,5,107,57274,7,30,"6-5-107-57274",2001,6,5,107,57274,3,0.080413,70,70,"6-5-107-57274",2011,6,5,107,57274,3,0.080413,80,80,"6-5-107-57274","2012-7-30","2012-7",1,0,22,387,12.73,1.06,0,0,0,0,0,0,0,0,0,0,0,0
"1043","6-5-107-59495-2013","6-5-107-59495-2003","6-5-107-59495",41211.3048817425,40603.6757749632,14.9569,1.0206,0,0,0,0,0,36.16362,-118.228989,10,2013,2003,20,10,1,0,281,281,"M261Eu",0,0,4,0,1,"CA3615311821420090721","CA36153118214","2009","07","21",2003,6,5,107,59495,7,20,"6-5-107-59495",2003,6,5,107,59495,3,0.198241,120,120,"6-5-107-59495",2013,6,5,107,59495,3,0.198241,130,130,"6-5-107-59495","2013-7-20","2013-7",4,0,-1,1459,47.98,4,0,0,0,0,0,0,0,0,0,0,0,0
"1044","6-5-107-61295-2017","6-5-107-61295-2007","6-5-107-61295",105087.1412847,124685.198197817,143.1499,154.4013,0,1,0,1,0,36.081117,-118.561278,9.7,2017,2007,105,95,0,0,371,371,"M261Eq",1,0,1,0,2,"CA3608411857220161004","CA36084118572","2016","10","04",2007,6,5,107,61295,10,9,"6-5-107-61295",2007,6,5,107,61295,3,1,95,95,"6-5-107-61295",2017,6,5,107,61295,3,1,105,105,"6-5-107-61295","2017-10-9","2017-10",1,0,5,370,12.17,1.01,2407.94008,3,2407.94008,3,1852.2616,2,1852.2616,2,-555.67848,-1,-555.67848,-1
"1045","6-5-107-64398-2013","6-5-107-64398-2003","6-5-107-64398",136530.849875663,106050.884010586,196.0079,165.4292,0,1,0,1,0,36.30614,-118.529905,10.1,2013,2003,125,115,0,0,225,371,"M261Eq",1,0,2,0,2,"CA3626811851120110708","CA36268118511","2011","07","08",2003,6,5,107,64398,7,16,"6-5-107-64398",2003,6,5,107,64398,3,1,115,115,"6-5-107-64398",2013,6,5,107,64398,3,1,125,125,"6-5-107-64398","2013-7-16","2013-7",2,0,8,738,24.27,2.02,0,0,0,0,0,0,0,0,0,0,0,0
"1046","6-5-107-66509-2017","6-5-107-66509-2007","6-5-107-66509",279479.162782469,340448.018752959,297.0136,393.2119,0,1,1,1,0,36.254705,-118.594476,11.1,2018,2007,316,305,0,0,262,262,"M261Eq",1,0,3,0,1,"CA3624611854720150719","CA36246118547","2015","07","19",2007,6,5,107,66509,9,12,"6-5-107-66509",2007,6,5,107,66509,3,1,305,305,"6-5-107-66509",2017,6,5,107,66509,3,1,316,316,"6-5-107-66509","2018-9-12","2018-9",3,2,-7,1149,37.78,3.15,926.1308,1,926.1308,1,185.22616,1,185.22616,1,-740.90464,0,-740.90464,0
"1047","6-5-107-79088-2013","6-5-107-79088-2003","6-5-107-79088",0,83802.9386655673,0,319.5765,0,1,0,0,1,36.108622,-118.101297,10,2013,2003,0,110,0,0,974,999,"M261Eu",1,1,5,1,4,"CA3613311808420080531","CA36133118084","2008","05","31",2003,6,5,107,79088,8,4,"6-5-107-79088",2003,6,5,107,79088,3,1,110,110,"6-5-107-79088",2013,6,5,107,79088,0,1,0,0,"6-5-107-79088","2013-8-4","2013-8",5,3,-27,1889,62.12,5.18,0,0,0,0,0,0,0,0,0,0,0,0
"1048","6-5-107-84653-2017","6-5-107-84653-2007","6-5-107-84653",127638.288354317,176195.998610628,158.0601,186.6789,0,1,0,1,0,36.103975,-118.71196,10.6,2018,2007,160,150,0,0,371,371,"M261Ep",1,0,1,0,2,"CA3615911869620170829","CA36159118696","2017","08","29",2007,6,5,107,84653,10,16,"6-5-107-84653",2007,6,5,107,84653,3,1,150,150,"6-5-107-84653",2017,6,5,107,84653,3,1,160,160,"6-5-107-84653","2018-10-16","2018-10",1,2,-13,413,13.58,1.13,0,0,0,0,0,0,0,0,0,0,0,0
"1049","6-5-107-90601-2012","6-5-107-90601-2002","6-5-107-90601",224076.657546012,307069.927988834,206.2192,298.7788,0,1,0,1,0,36.170176,-118.29367,10.1,2012,2002,210,200,0,0,262,262,"M261Eu",1,0,3,0,2,"CA3616811829320090630","CA36168118293","2009","06","30",2002,6,5,107,90601,6,18,"6-5-107-90601",2002,6,5,107,90601,4,1,200,200,"6-5-107-90601",2012,6,5,107,90601,3,1,210,210,"6-5-107-90601","2012-6-18","2012-6",3,0,-12,1083,35.61,2.97,0,0,0,0,0,0,0,0,0,0,0,0
"1050","6-5-107-90793-2017","6-5-107-90793-2007","6-5-107-90793",17777.8670806061,181017.485291617,33.9081,156.7674,0,1,0,1,0,35.973889,-118.585608,9.9,2017,2007,215,205,0,0,371,371,"M261Ep",1,0,1,1,3,"CA3598611856520161030","CA35986118565","2016","10","30",2007,6,5,107,90793,9,27,"6-5-107-90793",2007,6,5,107,90793,4,1,205,205,"6-5-107-90793",2017,6,5,107,90793,3,1,215,215,"6-5-107-90793","2017-9-27","2017-9",1,-1,-3,332,10.92,0.91,0,0,0,0,0,0,0,0,0,0,0,0
"1051","6-5-109-50703-2015","6-5-109-50703-2005","6-5-109-50703",83143.4365871888,81978.9188910721,129.0082,100.0706,1,1,0,0,1,37.971128,-119.958176,9.9,2015,2005,38,35,1,0,221,371,"M261Em",1,0,2,0,2,"CA3785712008620130817","CA37857120086","2013","08","17",2005,6,5,109,50703,7,22,"6-5-109-50703",2005,6,5,109,50703,3,1,35,35,"6-5-109-50703",2015,6,5,109,50703,0,0.283734,0,0,"6-5-109-50703","2015-7-22","2015-7",2,-1,5,705,23.18,1.93,0,0,0,0,0,0,0,0,0,0,0,0
"1052","6-5-109-51824-2017","6-5-109-51824-2007","6-5-109-51824",104873.614238378,117375.029186655,84.3289,100.9313,0,0,1,0,0,37.861187,-119.74092,9.9,2017,2007,210,200,0,0,371,371,"M261Eo",1,0,4,0,1,"CA3785712008620130817","CA37857120086","2013","08","17",2007,6,5,109,51824,8,8,"6-5-109-51824",2007,6,5,109,51824,4,1,200,200,"6-5-109-51824",2017,6,5,109,51824,4,1,210,210,"6-5-109-51824","2017-8-8","2017-8",4,0,-9,1451,47.71,3.98,1111.35696,3,1111.35696,3,1111.35696,1,1111.35696,1,0,-2,0,-2
"1053","6-5-109-59260-2018","6-5-109-59260-2008","6-5-109-59260",0,140425.604129142,0,120.8194,0,1,0,0,1,37.914443,-119.87663,10.1,2018,2008,0,225,0,0,371,999,"M261Em",1,1,5,1,4,"CA3785712008620130817","CA37857120086","2013","08","17",2008,6,5,109,59260,8,9,"6-5-109-59260",2008,6,5,109,59260,3,1,225,225,"6-5-109-59260",2018,6,5,109,59260,1,1,0,4,"6-5-109-59260","2018-8-9","2018-8",5,0,-8,1817,59.75,4.98,0,0,0,0,0,0,0,0,0,0,0,0
"1054","6-5-109-62101-2017","6-5-109-62101-2007","6-5-109-62101",0,88110.1441432204,0,111.7543,0,1,0,0,1,37.963291,-119.886053,9.8,2017,2007,0,175,0,0,922,999,"M261Em",1,1,4,1,3,"CA3785712008620130817","CA37857120086","2013","08","17",2007,6,5,109,62101,9,4,"6-5-109-62101",2007,6,5,109,62101,3,1,175,175,"6-5-109-62101",2017,6,5,109,62101,1,1,0,3,"6-5-109-62101","2017-9-4","2017-9",4,1,-13,1477,48.57,4.05,0,0,0,0,0,0,0,0,0,0,0,0
"1055","6-5-109-70650-2011","6-5-109-70650-2001","6-5-109-70650",74784.3789179192,67143.1977944169,82.8758,74.7168,0,1,0,1,0,37.975868,-119.76798,9.7,2011,2001,148,138,0,0,371,371,"M261Eo",1,0,6,0,2,"CA3797711977720050921","CA37977119777","2005","09","21",2001,6,5,109,70650,9,19,"6-5-109-70650",2001,6,5,109,70650,4,1,138,138,"6-5-109-70650",2011,6,5,109,70650,4,1,148,148,"6-5-109-70650","2011-9-19","2011-9",6,0,-2,2188,71.95,6,0,0,0,0,0,0,0,0,0,0,0,0
"1056","6-5-109-75597-2017","6-5-109-75597-2007","6-5-109-75597",0,338938.669392528,0,225.933,0,1,0,0,1,37.854072,-119.794083,9.8,2017,2007,0,165,0,0,371,999,"M261Eq",1,1,4,1,3,"CA3785712008620130817","CA37857120086","2013","08","17",2007,6,5,109,75597,8,29,"6-5-109-75597",2007,6,5,109,75597,4,1,165,165,"6-5-109-75597",2017,6,5,109,75597,0,1,0,0,"6-5-109-75597","2017-8-29","2017-8",4,0,12,1472,48.41,4.03,9816.98648,3,9816.98648,3,185.22616,1,185.22616,1,-9631.76032,-2,-9631.76032,-2
"1057","6-5-109-77011-2018","6-5-109-77011-2008","6-5-109-77011",53570.9945400151,89472.724194444,32.3496,41.6257,0,1,0,0,1,37.918152,-119.728533,10.1,2018,2008,0,6,0,0,371,999,"M261Eq",1,1,5,1,4,"CA3785712008620130817","CA37857120086","2013","08","17",2008,6,5,109,77011,6,11,"6-5-109-77011",2008,6,5,109,77011,4,0.25,130,130,"6-5-109-77011",2018,6,5,109,77011,0,1,0,0,"6-5-109-77011","2018-6-11","2018-6",5,-2,-6,1758,57.81,4.82,0,0,0,0,0,0,0,0,0,0,0,0
"1058","6-5-109-92098-2017","6-5-109-92098-2007","6-5-109-92098",220773.395277788,563674.345855581,180.2215,362.0949,0,0,1,0,0,37.807603,-119.857589,9.7,2017,2007,310,300,0,0,371,371,"M261Em",1,0,4,0,1,"CA3785712008620130817","CA37857120086","2013","08","17",2007,6,5,109,92098,8,30,"6-5-109-92098",2007,6,5,109,92098,4,1,300,300,"6-5-109-92098",2017,6,5,109,92098,4,1,310,310,"6-5-109-92098","2017-8-30","2017-8",4,0,13,1473,48.44,4.04,6853.36792,4,4260.20168,3,19263.52064,5,18522.616,4,12410.15272,1,14262.41432,1
"1059","6-5-109-97149-2018","6-5-109-97149-2008","6-5-109-97149",110074.331570785,162720.878943324,115.4046,229.4229,0,1,1,1,0,38.053458,-120.013198,10,2018,2008,81,70,0,0,371,371,"M261Em",1,0,5,0,2,"CA3785712008620130817","CA37857120086","2013","08","17",2008,6,5,109,97149,5,19,"6-5-109-97149",2008,6,5,109,97149,NA,0.025275,NA,NA,"6-5-109-97149",2018,6,5,109,97149,NA,0.025275,NA,NA,"6-5-109-97149","2018-5-19","2018-5",5,-3,2,1736,57.09,4.76,0,0,0,0,0,0,0,0,0,0,0,0
"1060","6-5-109-97215-2018","6-5-109-97215-2008","6-5-109-97215",63638.2583781901,96171.0330263741,95.1951,87.1667,0,0,1,0,0,37.912671,-120.149306,9.9,2018,2008,21,11,0,0,933,933,"M261Eg",1,0,5,0,1,"CA3785712008620130817","CA37857120086","2013","08","17",2008,6,5,109,97215,6,16,"6-5-109-97215",2008,6,5,109,97215,3,0.25,50,50,"6-5-109-97215",2018,6,5,109,97215,1,1,21,21,"6-5-109-97215","2018-6-16","2018-6",5,-2,-1,1763,57.97,4.83,1667.03544,2,0,0,555.67848,1,0,0,-1111.35696,-1,0,0
